X,Y,OBJECTID,Codice Loc,Cod.Linea,Nome Local,DOIT,Tipologia,Nome dell',CODICE LIN,Categoria,Circolazio,Link - Url,Tariffa St,SCT,GlobalID,x,y,icon_url
12.4539861060119,45.6132614725595,"942","27580",J035,MEOLO,Venezia,Fermata,,VE02,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{D4708FF0-38F3-40F3-B5A6-144D3BEE95F9},"1386371.3916677455","5718589.22289206",./1.png
12.3650506799222,45.5746573128039,"943","27620",J035,QUARTO D'ALTINO,Venezia,Stazione,,VE02,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{6E07515A-0BF1-4082-B785-1C560B78C907},"1376471.1453219566","5712447.793401074",./0.png
12.3260343644244,45.5520739623266,"944","27640",J035,GAGGIO PORTA EST,Venezia,Fermata,,VE02,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{95726BAC-486C-4CFB-B2FD-2C8151E94CC6},"1372127.8689481164","5708857.027477621",./1.png
12.2476168523681,45.5067745158084,"945","27660",R003,VENEZIA CARPENEDO,Venezia,Fermata,,VE02,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{86032234-6DFC-4F76-A7F3-BD655EBE1C3F},"1363398.4714367343","5701658.736193166",./1.png
12.24283230847,45.4669064811428,"947","27785",R003,VENEZIA MARGHERA SCALO,Venezia,Stazione,VENEZIA MARGHERA SCALO,VE10,,CA di Venezia-Trieste,,,NORD EST,{92166244-5A78-4627-8545-4AE00A29B89B},"1362865.8584463159","5695328.312406568",./2.png
12.3200978422088,45.4401308790678,"949","27820",R003,VENEZIA MARITTIMA,Venezia,Stazione,,VE04,,CA di Venezia-Trieste,,,NORD EST,{B41C69D3-D338-4143-944D-49AB57D81A87},"1371467.018317989","5691079.276188429",./2.png
12.4342711244006,45.9281376661865,"957","28130",J037,ORSAGO,Venezia,Fermata,,VE05,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{1D11FF51-DA48-4186-A8FF-9109E9129033},"1384176.7299537836","5768840.699876813",./1.png
12.3881821341121,45.9134754799627,"958","28140",J037,PIANZANO,Venezia,Fermata,,VE05,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{5935E466-C30A-4BEE-B362-2F7C56897121},"1379046.1270236922","5766494.430199846",./1.png
12.2989064796938,45.8847539432094,"960","28180",J037,CONEGLIANO,Venezia,Stazione,CONEGLIANO,VE05,Gold,CA di Venezia-Trieste,,GOLD,NORD EST,{A4DFF098-59E4-44D1-AD07-561BA1D8CD05},"1369108.0066336093","5761900.153461003",./4.png
12.2583773421215,45.8211293732286,"961","28220",J037,SUSEGANA,Venezia,Fermata,,VE05,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{0F551273-1DA3-4D59-9FAE-A267B7898BE5},"1364596.3236767624","5751731.2637081565",./1.png
