X,Y,OBJECTID,Codice Loc,Cod.Linea,Nome Local,DOIT,Tipologia,Nome dell',CODICE LIN,Categoria,Circolazio,Link - Url,Tariffa St,SCT,GlobalID,x,y,icon_url
11.5407756075743,45.5411755898984,"730","22220",J025,VICENZA,Verona,Stazione,VICENZA,VR01,Gold,CA di Verona,,GOLD,NORD EST,{B6B02764-B9BC-4BE3-B5DB-88DF90BE4D86},"1284713.2632217237","5707124.695917534",./0.png
11.5678770291627,45.5653268320557,"913","26775",K069,ANCONETTA,Verona,Fermata,,VR65,Bronze,CA di Verona,,BRONZE,NORD EST,{FA1669D5-B62D-4337-85C2-438FB50639A5},"1287730.1796735914","5710964.066380299",./1.png
11.569843105027,45.5961564046539,"914","26780",K069,CAVAZZALE,Verona,Stazione,,VR65,Bronze,CA di Verona,,BRONZE,NORD EST,{0F3BA31F-A538-44E4-9E4B-BEFD198466F9},"1287949.0422373125","5715867.50334088",./1.png
11.5461249062788,45.6350728913496,"915","26820",K069,DUEVILLE,Verona,Stazione,,VR65,Bronze,CA di Verona,,BRONZE,NORD EST,{FA11B62B-7575-483A-9C16-13CAD3C110B4},"1285308.7444284954","5722061.010427444",./1.png
11.5242903585434,45.6570746971391,"916","26825",K069,VILLAVERLA-MONTECCHIO,Verona,Fermata,,VR65,Bronze,CA di Verona,,BRONZE,NORD EST,{5F2DBEBF-0436-4D71-B6DC-02B044A98D64},"1282878.1336915886","5725564.471845859",./1.png
11.4754208218567,45.7007733358356,"917","26860",K069,THIENE,Verona,Stazione,,VR65,Silver,CA di Verona,,SILVER,NORD EST,{D4F2CDE4-EA13-49D0-9D53-1A7246A9124E},"1277438.0017494871","5732526.916742417",./2.png
11.4246236209875,45.7069353581711,"918","26865",K069,MARANO VICENTINO,Verona,Fermata,,VR65,Bronze,CA di Verona,,BRONZE,NORD EST,{9E318FA5-F947-4D3E-984C-6A7D14D10202},"1271783.2832126298","5733509.14106487",./1.png
11.355530794929,45.7109288721852,"919","26900",K069,SCHIO,Verona,Stazione,,VR65,Silver,CA di Verona,,SILVER,NORD EST,{281A2CA0-577E-4A96-842C-8AE937D87657},"1264091.9049951711","5734145.7637030445",./2.png
